,date,real_output,StandardScaler_LR,MinMaxScaler_LR,MaxAbsScaler_LR,RobustScaler_LR,QuantileTransformer-Normal_LR,QuantileTransformer-Uniform_LR,PowerTransformer-Yeo-Johnson_LR,Normalizer_LR,StandardScaler_RFR,MinMaxScaler_RFR,MaxAbsScaler_RFR,RobustScaler_RFR,QuantileTransformer-Normal_RFR,QuantileTransformer-Uniform_RFR,PowerTransformer-Yeo-Johnson_RFR,Normalizer_RFR
30392,1562745600000,8.21,5.75031775074973,5.750317750749727,5.750317750749725,5.750317750749724,3.9254080984465185,4.490494333343149,4.831998232548784,5.652557099914485,6.241999999999999,6.241999999999999,6.253099999999998,6.253099999999998,6.2476999999999965,6.232199999999995,6.1461999999999986,1.2982961795539325
30393,1562749200000,8.94,8.6753849842134,8.675384984213395,8.675384984213398,8.675384984213391,4.088104633184107,4.673435811540898,5.127980726353303,8.55357799840271,8.526999999999996,8.526999999999996,8.568699999999996,8.568699999999996,8.545599999999999,8.532699999999998,8.5582,1.2982961795539325
30394,1562752800000,8.69,8.543973359092774,8.543973359092771,8.543973359092767,8.543973359092766,4.231065474308849,4.760035725862055,5.068109245792577,8.431658591362197,8.417499999999997,8.417499999999997,8.420099999999996,8.420099999999996,8.4712,8.4728,8.7471,1.2982961795539325
30395,1562756400000,9.68,8.474722906740151,8.47472290674015,8.47472290674014,8.474722906740137,4.421604190668363,4.785391935831656,5.012060280702395,8.33460554013146,8.3294,8.3294,8.289899999999998,8.289499999999997,8.2566,8.275300000000001,8.751299999999995,1.2982961795539325
30396,1562760000000,9.41,9.230633724593812,9.230633724593808,9.230633724593801,9.2306337245938,4.872442839102064,4.772049014442537,4.941978247632166,9.090718620824457,9.028699999999997,9.028699999999997,9.031699999999999,9.0528,8.886999999999999,8.911999999999999,9.738900000000005,1.2982961795539325
30397,1562763600000,10.12,8.506242852062284,8.506242852062282,8.506242852062272,8.506242852062272,4.518456155039541,4.52900439400104,4.7789235351200166,8.379784670921746,8.295299999999996,8.295299999999996,8.223899999999997,8.223899999999997,8.191399999999998,8.19,8.711999999999996,1.2982961795539325
30398,1562767200000,9.95,8.796854659607412,8.796854659607412,8.796854659607401,8.796854659607401,4.42257207043159,4.335748169569518,4.691223029996112,8.68740087364633,8.3797,8.3797,8.392600000000002,8.392600000000002,8.400300000000005,8.395400000000006,8.959600000000004,1.2982961795539325
30399,1562770800000,8.35,7.85560560521506,7.855605605215061,7.855605605215048,7.855605605215052,4.40653515907881,4.214129731783164,4.601211785644537,7.7868668233994445,7.080499999999997,7.081399999999998,7.058699999999998,7.0486999999999975,7.1353000000000035,7.153900000000002,7.3378000000000005,1.2982961795539325
30400,1562774400000,5.95,6.12246294795476,6.122462947954761,6.1224629479547525,6.122462947954754,4.472667526377436,4.11859425467164,4.622105558618104,6.071494751904337,5.953900000000001,5.953900000000001,5.963000000000002,5.963000000000002,5.9484,5.9529000000000005,6.073400000000004,1.2982961795539325
30401,1562778000000,3.14,3.9020264457975546,3.9020264457975573,3.9020264457975466,3.9020264457975493,3.9955382594995363,3.6811506132275933,4.360320592538146,3.8595968167169614,3.958099999999999,3.961199999999999,4.010099999999998,4.009299999999999,4.032100000000002,4.031900000000002,3.729299999999999,1.2982961795539325
